id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1548155442022338561,1545381186582749184,2022-07-16 04:59:55 W. Central Africa Standard Time,2022-07-16,04:59:55,+0100,128007548,vickxa,VishKash,,Can’t wait for that concert #LOVEDAMINI  https://t.co/iz0EZybaca,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FXwnKmVVEAExoj0.jpg'],0,0,0,['lovedamini'],[],https://twitter.com/VickxA/status/1548155442022338561,False,,1,https://pbs.twimg.com/tweet_video_thumb/FXwnKmVVEAExoj0.jpg,,,,,,,[],,,,
1548149652238655488,1548149652238655488,2022-07-16 04:36:54 W. Central Africa Standard Time,2022-07-16,04:36:54,+0100,740174587808256000,burrberry25,Chizam,,@burnaboy album is seriously one of the best ever made. #LOVEDAMINI,en,[],[],[],0,0,0,['lovedamini'],[],https://twitter.com/burrberry25/status/1548149652238655488,False,,0,,,,,,,,[],,,,
1548149309010391040,1548054451348328451,2022-07-16 04:35:33 W. Central Africa Standard Time,2022-07-16,04:35:33,+0100,1427419329679839238,oriafobaba,2babaSon,,@Temsjr We get many shall....but no one clear like am....the wonders dey the sky ☀ #LOVEDAMINI is clear.,en,[],[],[],0,0,3,['lovedamini'],[],https://twitter.com/OriafoBaba/status/1548149309010391040,False,,0,,,,,,,,"[{'screen_name': 'Temsjr', 'name': 'Tems', 'id': '449742796'}]",,,,
1548148978662772736,1547971402950578178,2022-07-16 04:34:14 W. Central Africa Standard Time,2022-07-16,04:34:14,+0100,1427419329679839238,oriafobaba,2babaSon,,@yabaleftonline Them they watch burna album wonders.....make una no worry....more recording breaking... #LOVEDAMINI is clear.,en,[],[],[],0,0,2,['lovedamini'],[],https://twitter.com/OriafoBaba/status/1548148978662772736,False,,0,,,,,,,,"[{'screen_name': 'yabaleftonline', 'name': 'YabaLeftOnline', 'id': '769214965'}]",,,,
1548144967226236929,1547515155881369602,2022-07-16 04:18:17 W. Central Africa Standard Time,2022-07-16,04:18:17,+0100,83661789,2metoo,2tootsie,,@Burnaboystats1 @burnaboy A mighty massive tidal wave of  AFRO FUSION rhythm flows out of NIGERIA  #1 🔥🔥🔥❤ #BurnaBoy #LOVEDAMINI  #AfricanGiant #TwiceAsTall,en,[],[],[],0,0,0,"['burnaboy', 'lovedamini', 'africangiant', 'twiceastall']",[],https://twitter.com/2metoo/status/1548144967226236929,False,,0,,,,,,,,"[{'screen_name': 'Burnaboystats1', 'name': 'Burnaboystats', 'id': '1324782222944182277'}, {'screen_name': 'burnaboy', 'name': 'Burna Boy', 'id': '215052012'}]",,,,
1548144669971791873,1548144669971791873,2022-07-16 04:17:07 W. Central Africa Standard Time,2022-07-16,04:17:07,+0100,1528845965507149829,bigvikki0,Bigvikki🇳🇬,,Mehnn dis #omahlay #boyalone is really empty compared to @burnaboy #LOVEDAMINI wah are y'all saying #Davido #wizkidat32 #BigWiz #bxnx #ruger #congratulationLiquorose,en,"[{'screen_name': 'burnaboy', 'name': 'burna boy', 'id': '215052012'}]",[],[],0,0,1,"['omahlay', 'boyalone', 'lovedamini', 'davido', 'wizkidat32', 'bigwiz', 'bxnx', 'ruger', 'congratulationliquorose']",[],https://twitter.com/Bigvikki0/status/1548144669971791873,False,,0,,,,,,,,[],,,,
1548144458385874944,1548144458385874944,2022-07-16 04:16:16 W. Central Africa Standard Time,2022-07-16,04:16:16,+0100,137296975,sorefunmi,14,,Different size is the best song on #LOVEDAMINI btw.,en,[],[],[],0,0,0,['lovedamini'],[],https://twitter.com/sorefunmi/status/1548144458385874944,False,,0,,,,,,,,[],,,,
1548143754095505409,1548143754095505409,2022-07-16 04:13:28 W. Central Africa Standard Time,2022-07-16,04:13:28,+0100,1476541462816854016,gulianisahib,Karan,,Heart touching.. some of us are still left with humanity..  #LoveIsland #HumanityFirst #anime #AnimeNorth2022 #AnimalCrossing #animal #animalears #JungleFever #ForeverLove #LOVEDAMINI #love    https://t.co/M2tZ9sHw44,en,[],[],[],0,0,0,"['loveisland', 'humanityfirst', 'anime', 'animenorth2022', 'animalcrossing', 'animal', 'animalears', 'junglefever', 'foreverlove', 'lovedamini', 'love']",[],https://twitter.com/Gulianisahib/status/1548143754095505409,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1547643131218509824/pu/img/3hdx9kloARtgsoFi.jpg,,,,,,,[],,,,
1548143206402887680,1547236093891956740,2022-07-16 04:11:18 W. Central Africa Standard Time,2022-07-16,04:11:18,+0100,2499807905,jasonsickbeats,jasonSICKbeats,,#BURNABOY𓃵 #BurnaBoy #BurnaBoyNumber1 #LOVEDAMINI #ruger #victony,qht,[],[],[],0,0,0,"['burnaboy𓃵', 'burnaboy', 'burnaboynumber1', 'lovedamini', 'ruger', 'victony']",[],https://twitter.com/jasonsickbeats/status/1548143206402887680,False,,0,,,,,,,,[],,,,
1548139897814339586,1548139897814339586,2022-07-16 03:58:09 W. Central Africa Standard Time,2022-07-16,03:58:09,+0100,1234068971697164288,donbiggie04,BiGGiE🙄🦍😎,,"Was streaming  Burna boy’s album till it finish and was like is that all😭,thus track should be like 25 now😂 if them talk say album sweet come get better content👌 #LOVEDAMINI  #BURNABOY𓃵  #Burna",en,[],[],[],0,0,0,"['lovedamini', 'burnaboy𓃵', 'burna']",[],https://twitter.com/donbiggie04/status/1548139897814339586,False,,0,,,,,,,,[],,,,
1548139508629000193,1548139508629000193,2022-07-16 03:56:36 W. Central Africa Standard Time,2022-07-16,03:56:36,+0100,1516412768018214924,shottigunz,Shogun🎳,,How #LOVEDAMINI been kicking in everytime you replay 😁  https://t.co/KeFitChtvk,en,[],[],[],1,12,50,['lovedamini'],[],https://twitter.com/ShottiGunz/status/1548139508629000193,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1548139452777648128/pu/img/Yva_eg6zBIQpWsFA.jpg,,,,,,,[],,,,
