,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID
31,Outsideisbliss,2022-07-10 00:17:39+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,"Kumasi, Ghana",False,Twitter for Android,2366,24,1545925178991017984
32,ChrisKh57703957,2022-07-10 00:17:38+00:00,"RT @its_niquaaa: When @burnaboy said “For this life I deh, I want to be celebrated..Don’t wanna waste my days, I want to spend them on enjo…",,False,Twitter for iPhone,1072,6,1545925174133923842
33,strike_joel,2022-07-10 00:17:31+00:00,RT @prince_clever07: The only artist that can sing about political issues and e go enter. The only artist that can sing about heartbreak an…,"Uganda, Africa",False,Twitter for iPhone,770,84,1545925146753617922
34,Lakitan6,2022-07-10 00:17:24+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…","Otta, Nigeria",False,Twitter for Android,743,287,1545925115682119681
35,miscreant__,2022-07-10 00:17:20+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,Killhouse,False,Twitter for Android,22,4803,1545925101937463298
36,abeikuvibz,2022-07-10 00:17:12+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,"Kumasi, Ghana",False,Twitter for Android,58,240,1545925065346371586
37,ChrisKh57703957,2022-07-10 00:17:07+00:00,RT @kvngvinci: My parents are so proud of me 😄 #LOVEDAMINI,,False,Twitter for iPhone,1072,40,1545925046216101890
38,Destiny00_01,2022-07-10 00:17:07+00:00,"#LOVEDAMINI The album got different mood and vibes
Solid album 10/10💥🦍","Port Harcourt, Nigeria",False,Twitter for Android,713,0,1545925044219645952
39,Leriqs2,2022-07-10 00:16:58+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,"Lagos, Nigeria",False,Twitter for iPhone,644,4803,1545925009218076672
40,Sabichief,2022-07-10 00:16:58+00:00,RT @Chief_Legit: Common Person on Burna Boy’s #LOVEDAMINI made me remember the days I was a Dry cleaner… like na me wen dey wash una clothe…,🇳🇬,False,Twitter for iPhone,58932,1,1545925008018575360
41,bahd_mohs,2022-07-10 00:16:58+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is now #1 in 45 countries. (Apple),outside,False,Twitter for Android,497,110,1545925007557230594
42,ChrisKh57703957,2022-07-10 00:16:56+00:00,RT @olorunwababs: Now streaming #LOVEDAMINI . That's a very electric album by @burnaboy !,,False,Twitter for iPhone,1072,19,1545924998971490304
43,bahd_mohs,2022-07-10 00:16:46+00:00,RT @elmajor08114869: Best song on the album #LOVEDAMINI https://t.co/4Lc6iDRQ2z,outside,False,Twitter for Android,497,14,1545924955975700486
44,supremescourt,2022-07-10 00:16:42+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,♡,False,Twitter for iPhone,4054,4803,1545924941434028032
45,bahd_mohs,2022-07-10 00:16:40+00:00,"RT @spIhuah: The way Love Damini is arranged, you can't help but to keep looping. Ladysmith Black mambazo's voice starting and ending it. 1…",outside,False,Twitter for Android,497,6,1545924933972377600
46,VIOLENCEPL,2022-07-10 00:16:35+00:00,RT @itskenechi: Burna Boy never disappoints! I love every bit of his new album. #LOVEDAMINI,O.U.T.S.I.D.E,False,Twitter for iPhone,203,107,1545924911557779457
47,_iamprincefidel,2022-07-10 00:16:27+00:00,RT @advtomiwa: — #LoveDamini  Peak No.1 on UK 🇬🇧 iTunes Worldwide genre album chart https://t.co/iEBcPNvB6I,somewhere in the world 🌍,False,Twitter for Android,1397,80,1545924876803915776
48,dan_ileri,2022-07-10 00:16:18+00:00,RT @burnaboy: #Vanilla visual story out now ft. #RayBanStories. Full video at https://t.co/mRc0IRAAvD @ray_ban #sponsored #LOVEDAMINI https…,"Ife,Ibadan,Nigeria",False,Twitter for Android,461,1315,1545924840795901952
49,heisKabyaar,2022-07-10 00:16:15+00:00,RT @Afrochella: Africa is up 1000 points today! #LOVEDAMINI,,False,Twitter for Android,113,265,1545924827411881984
50,yeriimma,2022-07-10 00:16:15+00:00,@burnaboy Thank you for always blessing my ears. #LOVEDAMINI,,False,Twitter for Android,90,0,1545924826979864577
51,chukaobi,2022-07-10 00:16:06+00:00,"RT @UnrulyOutsider: ‘ He sampled Fela’ people are the most disappointed. 😂😜

#LoveDamini",Coat Of Arms & BlackGodZilla,False,Twitter for iPhone,21723,69,1545924788992069633
52,Wuragolld,2022-07-10 00:16:05+00:00,"RT @mommyfinnasmoke: Wild dreams 💦❣️🔥🦍
#LOVEDAMINI https://t.co/WjcLkzGDGX",Enjoy my tweets 🥂,False,Twitter Web App,2416,56,1545924784546107393
53,iremiwole,2022-07-10 00:15:52+00:00,RT @itskenechi: Burna Boy never disappoints! I love every bit of his new album. #LOVEDAMINI,"Lagos, Nigeria",False,Twitter for Android,1972,107,1545924733346136065
54,BabajideAyodej4,2022-07-10 00:15:51+00:00,RT @bnxn2urears: i can never forgive burna boy cos i was expecting a song with Bnxn on #LOVEDAMINI tbh,"Osun-Ekiti, Nigeria",False,Twitter for Android,153,5,1545924728774397952
55,whois_kl_,2022-07-10 00:15:48+00:00,RT @burnaboy: Made sure I Signed a few CDs for my outsiders in London and Birmingham that couldn’t make it! Go grab in store at HMV #LOVEDA…,,False,Twitter for iPhone,1288,634,1545924713494548480
56,rolandwizards,2022-07-10 00:15:46+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,,False,Twitter for Android,0,4803,1545924705219141632
57,bahd_mohs,2022-07-10 00:15:44+00:00,"RT @mommyfinnasmoke: Wild dreams 💦❣️🔥🦍
#LOVEDAMINI https://t.co/WjcLkzGDGX",outside,False,Twitter for Android,497,56,1545924699581988865
58,_iamprincefidel,2022-07-10 00:15:44+00:00,"RT @CAliemeke: lovedamini is uk iTunes number 1 album last last is UK 🇬🇧 iTunes number 1 song worldwide 
#lovedamini odogwu doings 🦍 we mov…",somewhere in the world 🌍,False,Twitter for Android,1397,37,1545924697698746368
59,bahd_mohs,2022-07-10 00:15:41+00:00,"RT @temtoyourscreen: I can imagine the people who don't want to listen to #LOVEDAMINI cos they hate his ""personality"" 
Lmaoooooooooo",outside,False,Twitter for Android,497,53,1545924686109892610
60,Ujuuaku,2022-07-10 00:15:39+00:00,RT @burnaboy: Let’s go Birmingham! 🎉 #LOVEDAMINI https://t.co/gZnkB35iND,,False,Twitter for Android,34,1054,1545924677524246528
61,bahd_mohs,2022-07-10 00:15:34+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",outside,False,Twitter for Android,497,15,1545924656607158272
62,_Momovibes,2022-07-10 00:15:29+00:00,"So Proud Of Burna Boy #LOVEDAMINI is Epic, Chaiiii I feel Myself While Listening to this album Thank You African Gi… https://t.co/91sOHWf85x",Nigeria,False,Twitter for iPhone,68,0,1545924633488199680
63,realShawNshawN,2022-07-10 00:15:23+00:00,"RT @fiz_iiz: Good morning from 
Stockholm Sweden 
#NatureBeauty #NaturePhotography #Sweden #LOVEDAMINI #LoveTwitter https://t.co/4iJIJewcp4","Fort Lauderdale, FL",False,Twitter for iPhone,12264,236,1545924608192290816
64,AAK______,2022-07-10 00:15:19+00:00,I have to go to the next Burna concert this album so fire 🥹❤️🔥 #LOVEDAMINI,,False,Twitter for iPhone,789,0,1545924591079538688
65,Paybac_Fn,2022-07-10 00:15:03+00:00,Smoking weed while listening to #LOVEDAMINI,4:20📍,False,Twitter for iPhone,3208,0,1545924526428545029
66,MagicJunior64,2022-07-10 00:14:58+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Paradise,False,Twitter for Android,183,15,1545924505775767552
67,cstatdix,2022-07-10 00:14:57+00:00,"RT @beejay_ydd: One album containing different moods, one album containing no skips, one album putting the problem of a place out for a sol…",Midwest USA,False,Twitter Web App,1201,8,1545924502193946629
68,crd_irl,2022-07-10 00:14:57+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Outside,False,Twitter for iPhone,153,15,1545924500495147008
69,_iamprincefidel,2022-07-10 00:14:54+00:00,"RT @Stanlee_Jonas: Yemi Alade and Burna Boy come and explain 😂😂 It's the last frame for me, Yemi's pose and those times girls were all posi…",somewhere in the world 🌍,False,Twitter for Android,1397,12,1545924489623601159
70,30BG_CEO,2022-07-10 00:14:44+00:00,"RT @Burnaboystats1: 🇺🇸 USA iTunes top songs 

#66 - For my hand ft @edsheeran [new peak] 
.
#LOVEDAMINI    #Burnaboy https://t.co/CIZ4yR3zv2",Freetown,False,Twitter for Android,10891,82,1545924445012987906
71,ola_kray,2022-07-10 00:14:38+00:00,"RT @TheREACHNG: Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",Lagos,False,Twitter for iPhone,1982,254,1545924419733884928
72,lessie__b,2022-07-10 00:14:37+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is currently #1 in 43 countries and charts in over 130 countries overall. 😳🤯 https://t.co/Rbp9xV…,Canada In Jesus Name,False,Twitter for Android,231,778,1545924415203966978
73,eric_petersohn,2022-07-10 00:14:34+00:00,"RT @ninobenzzz: #BURNABOY𓃵 Best Featuring, Best Collaboration, Best Song of the year, Best Lyrics #LOVEDAMINI https://t.co/QpS1qfsCWW",,False,Twitter for Android,1,159,1545924404764352512
74,anichukwudi50,2022-07-10 00:14:32+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",,False,Twitter for iPhone,7,218,1545924394702311430
75,bahd_mohs,2022-07-10 00:14:29+00:00,"RT @mommyfinnasmoke: Grad school reading homework by the pool  and streaming #LOVEDAMINI  
Hope all my outsiders are enjoying their day 🦍 h…",outside,False,Twitter for Android,497,70,1545924385206329345
76,Okunrinm3ta,2022-07-10 00:14:26+00:00,RT @Amieroyalz1: My mood when listening to Clock and Dagger. #LOVEDAMINI  #jhus #BURNABOY𓃵 @burnaboy https://t.co/ffp7GGs403,"Ontario, Canada",False,Twitter for iPhone,1446,2,1545924371428114441
77,supremescourt,2022-07-10 00:14:26+00:00,"Love, Damini time #LOVEDAMINI",♡,False,Twitter for iPhone,4054,0,1545924369762877441
78,heisKabyaar,2022-07-10 00:14:21+00:00,"RT @UnrulyOutsider: Portugal 🇵🇹 iTunes Top Albums:

1. Burna Boy — #LoveDamini [New Entry] https://t.co/Vf2byrDnlR",,False,Twitter for Android,113,91,1545924351450570752
79,AveiroSantos_,2022-07-10 00:14:17+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is now #1 in 45 countries. (Apple),,False,Twitter for Android,8,110,1545924332064473095
80,zubbychicomedy,2022-07-10 00:14:15+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B","Victoria Island, Nigeria",False,Twitter for Android,457,1096,1545924322447036419
81,PHTVC15,2022-07-10 00:14:13+00:00,"RT @fiz_iiz: Good morning from 
Stockholm Sweden 
#NatureBeauty #NaturePhotography #Sweden #LOVEDAMINI #LoveTwitter https://t.co/4iJIJewcp4","Timaru District, New Zealand",False,Twitter for Android,499,236,1545924317455589376
82,OdiraRoland,2022-07-10 00:14:13+00:00,RT @Taylorbankz3: Stone wash denim featuring burnnnnnna kindly retweet for the love of good music and art😂 #LOVEDAMINI #BurnaBoy #BURNABOY𓃵…,,False,Twitter for iPhone,718,165,1545924315639476224
83,_iamprincefidel,2022-07-10 00:14:12+00:00,"RT @paloma_999j: Life is a ride, I take the front seat 
Let the most high drive, he cant go wrongly 
#LOVEDAMINI",somewhere in the world 🌍,False,Twitter for Android,1397,6,1545924312565260293
84,bigdan_only,2022-07-10 00:14:12+00:00,"Them dey pray make I fall and stagger
So I move with cloak and dagger🗡🗡🔥♥️
#LOVEDAMINI",,False,Twitter for Android,295,0,1545924311566909440
85,greywater11,2022-07-10 00:14:11+00:00,"RT @Taylorbankz3: If you love @burnaboy , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…",Somewhere in Lagos ,False,Twitter for iPhone,1514,9,1545924306827452421
86,wilsonbeejay,2022-07-10 00:14:09+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,In a hood close to you,False,Twitter for iPhone,398,4803,1545924299466461185
87,Eduardo26141945,2022-07-10 00:14:09+00:00,"RT @fiz_iiz: Good morning from 
Stockholm Sweden 
#NatureBeauty #NaturePhotography #Sweden #LOVEDAMINI #LoveTwitter https://t.co/4iJIJewcp4",,False,Twitter Web App,127,236,1545924298409447424
88,WilliamsIbe2,2022-07-10 00:13:43+00:00,RT @Davidalgorithm: Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,,False,Twitter for Android,1159,907,1545924191039496195
89,anoutsider4L,2022-07-10 00:13:36+00:00,"RT @Burnaboystats1: 🇬🇧 UK iTunes top songs 

#20 - Last Last (new peak)

#LOVEDAMINI #Burnaboy https://t.co/glZNX6Ui6R",OUTSIDE,False,Twitter for Android,2229,44,1545924162790768640
90,haris_randali,2022-07-10 00:13:33+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B",,False,Twitter for iPhone,33,1096,1545924147062136837
91,ChideraHenry15,2022-07-10 00:13:32+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,Outsiders,False,Twitter for Android,144,5,1545924145376104452
92,_iamprincefidel,2022-07-10 00:13:22+00:00,"RT @UnrulyOutsider: #LoveDamini   is concurrently charting at #1 in 45 countries on Apple Music. 

— No album by an African artiste has ach…",somewhere in the world 🌍,False,Twitter for Android,1397,55,1545924101663072257
93,DAVIDO000000,2022-07-10 00:13:19+00:00,Congratulations my brother @burnaboy on your new abulm #LOVEDAMINI the best I have heard so far after #MadeInLagos… https://t.co/6t9rzdqa3y,,False,Twitter for Android,552,0,1545924090745208837
94,CauseImAfrican,2022-07-10 00:12:57+00:00,RT @FellasLOVECoolG: Burna Boy speaking the truth #LoveDamini https://t.co/bHN0sqbV8m,The Excelsior State,False,Twitter for iPhone,1175,1,1545923997468073986
95,kenn_sunday,2022-07-10 00:12:57+00:00,"RT @ShottiGunz: — CLOAK &amp; DAGGER NO.1 ON APPLE MUSIC 🇳🇬

— DIFFERENT SIZE NO.1 ON SPOTIFY 🇳🇬

— FOR MY HAND NO.1 ON DEEZER 🇳🇬

BURNABOY GAV…",,False,Twitter for Android,347,108,1545923996465729536
96,Frost_Odogwu,2022-07-10 00:12:52+00:00,#LOVEDAMINI   All 19 tracks line up on Nigeria 🇳🇬 top 100 on Apple Music. ODOGUW YOU BAD #Burnaboy. https://t.co/wGAHWQW1jT,Lagos,False,Twitter for iPhone,17,0,1545923977482313729
97,Iamokorie,2022-07-10 00:12:51+00:00,I have never seen 19 songs go so fast so quickly….No skipping oo…just pure orgasm after orgasm…#LOVEDAMINI is a masterpiece,IG: @Iamokorie1,False,Twitter for iPhone,1268,0,1545923973514350592
98,raloomoakin,2022-07-10 00:12:49+00:00,"TELL DEM ft @iamtimiflex out now on @audiomack , hit the link on my bio, 🙏🏿 stream stream stream. 🔥 #lovedamini… https://t.co/yL23hff9wQ",Afrika 🇳🇬,False,Instagram,236,0,1545923964349739009
99,This_is_99,2022-07-10 00:12:44+00:00,"RT @james21danquah: Eminem's Mocking bird freestyle remix.
I'm convinced Kaligraph Jones is underrated. 

Almiron | Ja Rule | Batshuayi | #…",,False,Twitter for Android,38,17,1545923943323897856
100,via_zorro,2022-07-10 00:12:43+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B",Earth.,False,Twitter for iPhone,349,1096,1545923937258950658
101,bahd_mohs,2022-07-10 00:12:43+00:00,"RT @solobankole23: Burna boy's Album #LoveDamini    Spotify Streams

Day 1
8,332,412

Yesterday                        Today https://t.co/Q…",outside,False,Twitter for Android,497,75,1545923936847790081
102,Chuky_ng,2022-07-10 00:12:41+00:00,"RT @Chuky_ng: The award for BEST IN POSTING RUBBISH goes to RENO THE MOCKERY 🏆

#LOVEDAMINI Davido PH City #AngelJBSmith #PeterObiVPLGBT9ja…",8th mile,False,Twitter Web App,1031,2,1545923929004544001
103,AdeDamola_____,2022-07-10 00:12:35+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,,False,Twitter for Android,1190,240,1545923903876374529
104,Trendyjayson,2022-07-10 00:12:32+00:00,RT @99og_: Cloak and Dagger on Repeat 🔂 #LOVEDAMINI,Bird App,False,Twitter for Android,3131,8,1545923891188621323
105,ImmanuelEbi1,2022-07-10 00:12:29+00:00,RT @heisrema: #LOVEDAMINI  That’s my Big bro.,Gods place ,False,Twitter for iPhone,21,3564,1545923881965330432
106,OdiraRoland,2022-07-10 00:12:29+00:00,"RT @toriousbeatz: every last word on each line of J Hus on Cloak and dagger literally ended with the ""er"" sound. That guy is crazyy!!!
#LOV…",,False,Twitter for iPhone,718,280,1545923881017434113
107,kiddawolf_,2022-07-10 00:12:23+00:00,For my hand - bringing the vibes #LOVEDAMINI @burnaboy https://t.co/7mAaMejjUm,"Scotland, United Kingdom",False,Twitter for iPhone,781,0,1545923854064881664
108,_iamprincefidel,2022-07-10 00:12:23+00:00,"RT @UnrulyOutsider: Jesse was equally surprised by #BurnaBoy never-ending musical prowess 🎶😆

#LoveDamini https://t.co/2kEeIfMJZq",somewhere in the world 🌍,False,Twitter for Android,1397,77,1545923853129490435
109,badmancelo,2022-07-10 00:12:22+00:00,RT @itskenechi: Burna Boy never disappoints! I love every bit of his new album. #LOVEDAMINI,,False,Twitter for iPhone,201,107,1545923852131307520
110,ThatMadProphet,2022-07-10 00:12:17+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,Asylum,False,Twitter for iPhone,429,24,1545923831507845122
111,ThatMadProphet,2022-07-10 00:12:12+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Asylum,False,Twitter for iPhone,429,15,1545923807457722368
112,ThatMadProphet,2022-07-10 00:12:09+00:00,RT @olorunwababs: Now streaming #LOVEDAMINI . That's a very electric album by @burnaboy !,Asylum,False,Twitter for iPhone,429,19,1545923796619730944
113,Realogigbah1,2022-07-10 00:12:02+00:00,"RT @Ifakalu1: I hope this song make it to the album 🥺🙏🏻
#LOVEDAMINI #BURNABOY𓃵 #Burnaboy https://t.co/wvTy4hUmy1",Hustling,False,Twitter for iPhone,127,59,1545923765346902016
114,bahd_mohs,2022-07-10 00:12:01+00:00,RT @Kwesi_Brandel: This album needs to be taught as an Afrofusion course in elite universities of music. This is a perfect album 💯 @burnabo…,outside,False,Twitter for Android,497,26,1545923761240768512
115,bahd_mohs,2022-07-10 00:11:58+00:00,RT @0dinaka_: #LOVEDAMINI has surpassed 7million plays on boomplay in two days!,outside,False,Twitter for Android,497,40,1545923748452335617
116,noneidc,2022-07-10 00:11:53+00:00,"RT @TheREACHNG: Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",,False,Twitter for iPhone,0,254,1545923727870812162
117,anoutsider4L,2022-07-10 00:11:45+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,OUTSIDE,False,Twitter for Android,2229,5,1545923694140194818
118,BiolaBrain_,2022-07-10 00:11:33+00:00,"Yesterday is not ours to recover, but tomorrow is ours to win or lose.🥺. #EidMubarak #EidAlAdha #LOVEDAMINI #Davido https://t.co/JeTnsLTY56","Lagos, Nigeria",False,Twitter for iPhone,20,0,1545923646979465217
119,Pana_xl,2022-07-10 00:11:32+00:00,"RT @eastsigngod: @burnaboy what's the inspiration for this vanilla song 🤯🥺
#LOVEDAMINI",Nigeria ,False,Twitter for Android,190,4,1545923640453001218
120,Lilwrldx_999,2022-07-10 00:11:31+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,on a spaceship,False,Twitter for Android,1094,24,1545923636330110977
121,Pana_xl,2022-07-10 00:11:28+00:00,"RT @Burnaboystats1: #LoveDamini on Apple Music chart: 

Number 1 in 46 countries simultaneously https://t.co/zu5EC6ACsM",Nigeria ,False,Twitter for Android,190,61,1545923623621341184
122,timmy_jayt,2022-07-10 00:11:27+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,1056,287,1545923619695595521
