,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID
25,bahd_mohs,2022-07-10 00:15:41+00:00,"RT @temtoyourscreen: I can imagine the people who don't want to listen to #LOVEDAMINI cos they hate his ""personality"" 
Lmaoooooooooo",outside,False,Twitter for Android,497,53,1545924686109892610
26,Ujuuaku,2022-07-10 00:15:39+00:00,RT @burnaboy: Let’s go Birmingham! 🎉 #LOVEDAMINI https://t.co/gZnkB35iND,,False,Twitter for Android,34,1054,1545924677524246528
27,bahd_mohs,2022-07-10 00:15:34+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",outside,False,Twitter for Android,497,14,1545924656607158272
28,_Momovibes,2022-07-10 00:15:29+00:00,"So Proud Of Burna Boy #LOVEDAMINI is Epic, Chaiiii I feel Myself While Listening to this album Thank You African Gi… https://t.co/91sOHWf85x",Nigeria,False,Twitter for iPhone,68,0,1545924633488199680
29,realShawNshawN,2022-07-10 00:15:23+00:00,"RT @fiz_iiz: Good morning from 
Stockholm Sweden 
#NatureBeauty #NaturePhotography #Sweden #LOVEDAMINI #LoveTwitter https://t.co/4iJIJewcp4","Fort Lauderdale, FL",False,Twitter for iPhone,12264,235,1545924608192290816
30,AAK______,2022-07-10 00:15:19+00:00,I have to go to the next Burna concert this album so fire 🥹❤️🔥 #LOVEDAMINI,,False,Twitter for iPhone,789,0,1545924591079538688
31,Paybac_Fn,2022-07-10 00:15:03+00:00,Smoking weed while listening to #LOVEDAMINI,4:20📍,False,Twitter for iPhone,3208,0,1545924526428545029
32,MagicJunior64,2022-07-10 00:14:58+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Paradise,False,Twitter for Android,183,14,1545924505775767552
33,cstatdix,2022-07-10 00:14:57+00:00,"RT @beejay_ydd: One album containing different moods, one album containing no skips, one album putting the problem of a place out for a sol…",Midwest USA,False,Twitter Web App,1201,8,1545924502193946629
34,crd_irl,2022-07-10 00:14:57+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Outside,False,Twitter for iPhone,153,14,1545924500495147008
35,_iamprincefidel,2022-07-10 00:14:54+00:00,"RT @Stanlee_Jonas: Yemi Alade and Burna Boy come and explain 😂😂 It's the last frame for me, Yemi's pose and those times girls were all posi…",somewhere in the world 🌍,False,Twitter for Android,1397,12,1545924489623601159
36,30BG_CEO,2022-07-10 00:14:44+00:00,"RT @Burnaboystats1: 🇺🇸 USA iTunes top songs 

#66 - For my hand ft @edsheeran [new peak] 
.
#LOVEDAMINI    #Burnaboy https://t.co/CIZ4yR3zv2",Freetown,False,Twitter for Android,10891,82,1545924445012987906
37,ola_kray,2022-07-10 00:14:38+00:00,"RT @TheREACHNG: Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",Lagos,False,Twitter for iPhone,1982,253,1545924419733884928
38,lessie__b,2022-07-10 00:14:37+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is currently #1 in 43 countries and charts in over 130 countries overall. 😳🤯 https://t.co/Rbp9xV…,Canada In Jesus Name,False,Twitter for Android,231,778,1545924415203966978
39,eric_petersohn,2022-07-10 00:14:34+00:00,"RT @ninobenzzz: #BURNABOY𓃵 Best Featuring, Best Collaboration, Best Song of the year, Best Lyrics #LOVEDAMINI https://t.co/QpS1qfsCWW",,False,Twitter for Android,1,159,1545924404764352512
40,anichukwudi50,2022-07-10 00:14:32+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",,False,Twitter for iPhone,7,218,1545924394702311430
41,bahd_mohs,2022-07-10 00:14:29+00:00,"RT @mommyfinnasmoke: Grad school reading homework by the pool  and streaming #LOVEDAMINI  
Hope all my outsiders are enjoying their day 🦍 h…",outside,False,Twitter for Android,497,70,1545924385206329345
42,Okunrinm3ta,2022-07-10 00:14:26+00:00,RT @Amieroyalz1: My mood when listening to Clock and Dagger. #LOVEDAMINI  #jhus #BURNABOY𓃵 @burnaboy https://t.co/ffp7GGs403,"Ontario, Canada",False,Twitter for iPhone,1446,2,1545924371428114441
43,supremescourt,2022-07-10 00:14:26+00:00,"Love, Damini time #LOVEDAMINI",♡,False,Twitter for iPhone,4054,0,1545924369762877441
44,heisKabyaar,2022-07-10 00:14:21+00:00,"RT @UnrulyOutsider: Portugal 🇵🇹 iTunes Top Albums:

1. Burna Boy — #LoveDamini [New Entry] https://t.co/Vf2byrDnlR",,False,Twitter for Android,113,91,1545924351450570752
45,AveiroSantos_,2022-07-10 00:14:17+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is now #1 in 45 countries. (Apple),,False,Twitter for Android,8,109,1545924332064473095
46,zubbychicomedy,2022-07-10 00:14:15+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B","Victoria Island, Nigeria",False,Twitter for Android,457,1096,1545924322447036419
47,PHTVC15,2022-07-10 00:14:13+00:00,"RT @fiz_iiz: Good morning from 
Stockholm Sweden 
#NatureBeauty #NaturePhotography #Sweden #LOVEDAMINI #LoveTwitter https://t.co/4iJIJewcp4","Timaru District, New Zealand",False,Twitter for Android,499,235,1545924317455589376
48,OdiraRoland,2022-07-10 00:14:13+00:00,RT @Taylorbankz3: Stone wash denim featuring burnnnnnna kindly retweet for the love of good music and art😂 #LOVEDAMINI #BurnaBoy #BURNABOY𓃵…,,False,Twitter for iPhone,718,165,1545924315639476224
49,_iamprincefidel,2022-07-10 00:14:12+00:00,"RT @paloma_999j: Life is a ride, I take the front seat 
Let the most high drive, he cant go wrongly 
#LOVEDAMINI",somewhere in the world 🌍,False,Twitter for Android,1397,6,1545924312565260293
50,bigdan_only,2022-07-10 00:14:12+00:00,"Them dey pray make I fall and stagger
So I move with cloak and dagger🗡🗡🔥♥️
#LOVEDAMINI",,False,Twitter for Android,295,0,1545924311566909440
51,greywater11,2022-07-10 00:14:11+00:00,"RT @Taylorbankz3: If you love @burnaboy , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…",Somewhere in Lagos ,False,Twitter for iPhone,1514,8,1545924306827452421
52,wilsonbeejay,2022-07-10 00:14:09+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,In a hood close to you,False,Twitter for iPhone,398,4803,1545924299466461185
53,Eduardo26141945,2022-07-10 00:14:09+00:00,"RT @fiz_iiz: Good morning from 
Stockholm Sweden 
#NatureBeauty #NaturePhotography #Sweden #LOVEDAMINI #LoveTwitter https://t.co/4iJIJewcp4",,False,Twitter Web App,127,235,1545924298409447424
54,WilliamsIbe2,2022-07-10 00:13:43+00:00,RT @Davidalgorithm: Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,,False,Twitter for Android,1159,907,1545924191039496195
55,anoutsider4L,2022-07-10 00:13:36+00:00,"RT @Burnaboystats1: 🇬🇧 UK iTunes top songs 

#20 - Last Last (new peak)

#LOVEDAMINI #Burnaboy https://t.co/glZNX6Ui6R",OUTSIDE,False,Twitter for Android,2229,43,1545924162790768640
56,haris_randali,2022-07-10 00:13:33+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B",,False,Twitter for iPhone,33,1096,1545924147062136837
57,ChideraHenry15,2022-07-10 00:13:32+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,Outsiders,False,Twitter for Android,144,5,1545924145376104452
58,_iamprincefidel,2022-07-10 00:13:22+00:00,"RT @UnrulyOutsider: #LoveDamini   is concurrently charting at #1 in 45 countries on Apple Music. 

— No album by an African artiste has ach…",somewhere in the world 🌍,False,Twitter for Android,1397,55,1545924101663072257
59,DAVIDO000000,2022-07-10 00:13:19+00:00,Congratulations my brother @burnaboy on your new abulm #LOVEDAMINI the best I have heard so far after #MadeInLagos… https://t.co/6t9rzdqa3y,,False,Twitter for Android,552,0,1545924090745208837
60,CauseImAfrican,2022-07-10 00:12:57+00:00,RT @FellasLOVECoolG: Burna Boy speaking the truth #LoveDamini https://t.co/bHN0sqbV8m,The Excelsior State,False,Twitter for iPhone,1175,1,1545923997468073986
61,kenn_sunday,2022-07-10 00:12:57+00:00,"RT @ShottiGunz: — CLOAK &amp; DAGGER NO.1 ON APPLE MUSIC 🇳🇬

— DIFFERENT SIZE NO.1 ON SPOTIFY 🇳🇬

— FOR MY HAND NO.1 ON DEEZER 🇳🇬

BURNABOY GAV…",,False,Twitter for Android,347,108,1545923996465729536
62,Frost_Odogwu,2022-07-10 00:12:52+00:00,#LOVEDAMINI   All 19 tracks line up on Nigeria 🇳🇬 top 100 on Apple Music. ODOGUW YOU BAD #Burnaboy. https://t.co/wGAHWQW1jT,Lagos,False,Twitter for iPhone,17,0,1545923977482313729
63,Iamokorie,2022-07-10 00:12:51+00:00,I have never seen 19 songs go so fast so quickly….No skipping oo…just pure orgasm after orgasm…#LOVEDAMINI is a masterpiece,IG: @Iamokorie1,False,Twitter for iPhone,1268,0,1545923973514350592
64,raloomoakin,2022-07-10 00:12:49+00:00,"TELL DEM ft @iamtimiflex out now on @audiomack , hit the link on my bio, 🙏🏿 stream stream stream. 🔥 #lovedamini… https://t.co/yL23hff9wQ",Afrika 🇳🇬,False,Instagram,236,0,1545923964349739009
65,This_is_99,2022-07-10 00:12:44+00:00,"RT @james21danquah: Eminem's Mocking bird freestyle remix.
I'm convinced Kaligraph Jones is underrated. 

Almiron | Ja Rule | Batshuayi | #…",,False,Twitter for Android,38,17,1545923943323897856
66,via_zorro,2022-07-10 00:12:43+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B",Earth.,False,Twitter for iPhone,349,1096,1545923937258950658
67,bahd_mohs,2022-07-10 00:12:43+00:00,"RT @solobankole23: Burna boy's Album #LoveDamini    Spotify Streams

Day 1
8,332,412

Yesterday                        Today https://t.co/Q…",outside,False,Twitter for Android,497,75,1545923936847790081
68,Chuky_ng,2022-07-10 00:12:41+00:00,"RT @Chuky_ng: The award for BEST IN POSTING RUBBISH goes to RENO THE MOCKERY 🏆

#LOVEDAMINI Davido PH City #AngelJBSmith #PeterObiVPLGBT9ja…",8th mile,False,Twitter Web App,1031,2,1545923929004544001
69,AdeDamola_____,2022-07-10 00:12:35+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,,False,Twitter for Android,1190,240,1545923903876374529
70,Trendyjayson,2022-07-10 00:12:32+00:00,RT @99og_: Cloak and Dagger on Repeat 🔂 #LOVEDAMINI,Bird App,False,Twitter for Android,3131,7,1545923891188621323
71,ImmanuelEbi1,2022-07-10 00:12:29+00:00,RT @heisrema: #LOVEDAMINI  That’s my Big bro.,Gods place ,False,Twitter for iPhone,21,3564,1545923881965330432
72,OdiraRoland,2022-07-10 00:12:29+00:00,"RT @toriousbeatz: every last word on each line of J Hus on Cloak and dagger literally ended with the ""er"" sound. That guy is crazyy!!!
#LOV…",,False,Twitter for iPhone,718,280,1545923881017434113
73,kiddawolf_,2022-07-10 00:12:23+00:00,For my hand - bringing the vibes #LOVEDAMINI @burnaboy https://t.co/7mAaMejjUm,"Scotland, United Kingdom",False,Twitter for iPhone,781,0,1545923854064881664
74,_iamprincefidel,2022-07-10 00:12:23+00:00,"RT @UnrulyOutsider: Jesse was equally surprised by #BurnaBoy never-ending musical prowess 🎶😆

#LoveDamini https://t.co/2kEeIfMJZq",somewhere in the world 🌍,False,Twitter for Android,1397,77,1545923853129490435
75,badmancelo,2022-07-10 00:12:22+00:00,RT @itskenechi: Burna Boy never disappoints! I love every bit of his new album. #LOVEDAMINI,,False,Twitter for iPhone,201,106,1545923852131307520
76,ThatMadProphet,2022-07-10 00:12:17+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,Asylum,False,Twitter for iPhone,429,22,1545923831507845122
77,ThatMadProphet,2022-07-10 00:12:12+00:00,"RT @chukaobi: @burnaboy made the album of the year with #LOVEDAMINI  

I don’t know how 19 songs can keep going by so fast.

Zero skips, to…",Asylum,False,Twitter for iPhone,429,14,1545923807457722368
78,ThatMadProphet,2022-07-10 00:12:09+00:00,RT @olorunwababs: Now streaming #LOVEDAMINI . That's a very electric album by @burnaboy !,Asylum,False,Twitter for iPhone,429,19,1545923796619730944
79,Realogigbah1,2022-07-10 00:12:02+00:00,"RT @Ifakalu1: I hope this song make it to the album 🥺🙏🏻
#LOVEDAMINI #BURNABOY𓃵 #Burnaboy https://t.co/wvTy4hUmy1",Hustling,False,Twitter for iPhone,127,59,1545923765346902016
80,bahd_mohs,2022-07-10 00:12:01+00:00,RT @Kwesi_Brandel: This album needs to be taught as an Afrofusion course in elite universities of music. This is a perfect album 💯 @burnabo…,outside,False,Twitter for Android,497,26,1545923761240768512
81,bahd_mohs,2022-07-10 00:11:58+00:00,RT @0dinaka_: #LOVEDAMINI has surpassed 7million plays on boomplay in two days!,outside,False,Twitter for Android,497,40,1545923748452335617
82,noneidc,2022-07-10 00:11:53+00:00,"RT @TheREACHNG: Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",,False,Twitter for iPhone,0,253,1545923727870812162
83,anoutsider4L,2022-07-10 00:11:45+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,OUTSIDE,False,Twitter for Android,2229,5,1545923694140194818
84,BiolaBrain_,2022-07-10 00:11:33+00:00,"Yesterday is not ours to recover, but tomorrow is ours to win or lose.🥺. #EidMubarak #EidAlAdha #LOVEDAMINI #Davido https://t.co/JeTnsLTY56","Lagos, Nigeria",False,Twitter for iPhone,20,0,1545923646979465217
85,Pana_xl,2022-07-10 00:11:32+00:00,"RT @eastsigngod: @burnaboy what's the inspiration for this vanilla song 🤯🥺
#LOVEDAMINI",Nigeria ,False,Twitter for Android,190,4,1545923640453001218
86,Lilwrldx_999,2022-07-10 00:11:31+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,on a spaceship,False,Twitter for Android,1094,22,1545923636330110977
87,Pana_xl,2022-07-10 00:11:28+00:00,"RT @Burnaboystats1: #LoveDamini on Apple Music chart: 

Number 1 in 46 countries simultaneously https://t.co/zu5EC6ACsM",Nigeria ,False,Twitter for Android,190,61,1545923623621341184
88,timmy_jayt,2022-07-10 00:11:27+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,1056,287,1545923619695595521
89,Outsideisbliss,2022-07-10 00:11:26+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,"Kumasi, Ghana",False,Twitter for Android,2366,5,1545923615580983301
90,bahd_mohs,2022-07-10 00:11:21+00:00,"RT @ribyickz: I'm still streaming #LOVEDAMINI  no skips. I never get that time for twitter

Each of my fav song just change sha🤦🤯",outside,False,Twitter for Android,497,13,1545923593019826177
91,ItsGhoke,2022-07-10 00:11:20+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI debuts at #1 on the NG Spotify Top albums chart.,Everywhere,False,Twitter for Android,2206,254,1545923591354683392
92,PikayMusiq,2022-07-10 00:11:19+00:00,RT @itskenechi: Burna Boy never disappoints! I love every bit of his new album. #LOVEDAMINI,,False,Twitter for iPhone,25,106,1545923585495252993
93,NTamunoibuomie,2022-07-10 00:11:16+00:00,RT @CHOPSTIIIIX: From the beach sessions to the world. It’s always fun creating with my brother @burnaboy — “Kilometre” + “Last Last” produ…,Outside,False,Twitter for iPhone,401,289,1545923572060782593
94,OmilajuPeter,2022-07-10 00:11:13+00:00,"RT @EmmanOwoniyi: In case you missed the livestream.. 

Burna Boy - LOVE, DAMINI (FIRST REACTION/REVIEW) || palmwinepapi https://t.co/XFfhw…",,False,Twitter for Android,672,7,1545923561583427586
95,_iamprincefidel,2022-07-10 00:11:10+00:00,"RT @Burna__boi: #LoveDamini  has surpassed 6 million streams on Boomplay in less than 48 hrs

The is huge..❤️🦍
Afro fusion to the world htt…",somewhere in the world 🌍,False,Twitter for Android,1397,27,1545923548690239488
96,NTamunoibuomie,2022-07-10 00:11:08+00:00,"@_Telz you’re a legend please 
🥹🐐🔥 #LOVEDAMINI",Outside,False,Twitter for iPhone,401,0,1545923542017081345
97,noneidc,2022-07-10 00:11:08+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,0,287,1545923539080986624
98,Folahan_Dgr8t,2022-07-10 00:11:03+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,Everywhere you go,False,Twitter Web App,2126,240,1545923520152195073
99,sirdavidson23,2022-07-10 00:10:57+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,🧘🏾‍♂️,False,Twitter for iPhone,55,4803,1545923494231302147
100,Folahan_Dgr8t,2022-07-10 00:10:42+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",Everywhere you go,False,Twitter Web App,2126,218,1545923431635775491
101,RebeccaBakangil,2022-07-10 00:10:35+00:00,I finished listening to Burna Boy’s album #LOVEDAMINI all I’m gonna say is ❤️‍🔥❤️‍🔥❤️‍🔥🔥🔥🔥 #BURNABOY𓃵,,False,Twitter for iPhone,114,0,1545923399838482432
102,OweyeTsarr,2022-07-10 00:10:33+00:00,RT @rarebredmaleek_: Dirty Secrets 🖤✌🏿 #BURNABOY𓃵 #LOVEDAMINI,outside,False,Twitter for Android,222,5,1545923393471610882
103,muun_shine,2022-07-10 00:10:25+00:00,"RT @Dj_borsh: Nobody has done this before in the history of Nigerian music Album release, all songs… please correct me if I’m wrong #loveda…",Metaverse,False,Twitter for iPhone,417,4,1545923360466649088
104,masatugodwinun1,2022-07-10 00:10:23+00:00,"""For my Hand, Solid, Wild dreams, Toni-Ann singh, comnon person, Different size, cloak&amp;dagger, Last Last, resp.
#LOVEDAMINI","Dar es Salaam, Tanzania",False,Twitter for iPhone,316,0,1545923351226490880
105,AaronxMikee,2022-07-10 00:10:17+00:00,RT @hmvVault: We'd like to say a massive thanks to @burnaboy and everyone who came to his album signing today here at hmv Vault! His new al…,,False,Twitter for Android,698,61,1545923325591003138
106,amnuel_i,2022-07-10 00:10:16+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,In my mind ,False,Twitter for iPhone,4115,240,1545923320863916035
107,ChideraHenry15,2022-07-10 00:10:11+00:00,"RT @Taylorbankz3: If you love @burnaboy , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…",Outsiders,False,Twitter for Android,144,8,1545923300249014273
108,Outsideisbliss,2022-07-10 00:10:11+00:00,RT @rarebredmaleek_: Dirty Secrets 🖤✌🏿 #BURNABOY𓃵 #LOVEDAMINI,"Kumasi, Ghana",False,Twitter for Android,2366,5,1545923299598864386
109,Kellyspammer01,2022-07-10 00:10:11+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,160,287,1545923299221331974
110,Habiola17750376,2022-07-10 00:10:08+00:00,"RT @badboyayoola01: Person wey listen to Burna Boy ft Ed sheeran For my hand and fall in love again
Go later listen to Last Last from same…",Nigeria,False,Twitter for Android,1219,74,1545923288676835330
111,ChideraHenry15,2022-07-10 00:10:08+00:00,RT @Certified_temmy: Well I thought twice as tall was a mind blowing album till #LOVEDAMINI #BURNABOY𓃵,Outsiders,False,Twitter for Android,144,7,1545923287880015874
112,Desmond10707840,2022-07-10 00:10:07+00:00,"My favorite tracklist on #LOVEDAMINI ?
Swears I find it hard to rate one above another
#LOVEDAMINI",Outsider,False,Twitter for Android,333,0,1545923284050608128
113,greatoutsider,2022-07-10 00:10:05+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,OUTSIDE,False,Twitter for iPhone,2015,5,1545923277784113152
114,_memeboi,2022-07-10 00:10:01+00:00,"Slim girls just get  P***y and forehead nothing again 😂😂😂😂😂
#EidAlAdha #LOVEDAMINI",,False,Twitter for iPhone,68,0,1545923258658201601
115,bahd_mohs,2022-07-10 00:10:00+00:00,"RT @UnrulyOutsider: ‘ He sampled Fela’ people are the most disappointed. 😂😜

#LoveDamini",outside,False,Twitter for Android,497,68,1545923256057823233
116,DodonuElorm,2022-07-10 00:09:53+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B","Greater Accra, Ghana",False,Twitter for Android,90,1096,1545923226462732288
117,Godwin_nexsus,2022-07-10 00:09:50+00:00,"RT @TheREACHNG: Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",Port Harcourt.,False,Twitter for Android,1997,253,1545923213645025285
118,outsider000000,2022-07-10 00:09:40+00:00,RT @MveloMontana: Burna boy is a demon .. #LOVEDAMINI,,False,Twitter for iPhone,93,5,1545923168979877889
119,bholu5ive,2022-07-10 00:09:37+00:00,"RT @BurnaBoyVoice: ""What happened to your leg?""  🥰

A caring and loving Giant

Love Damini album signing by @burnaboy at @hmvVault / @hmvtw…",your mum's bedroom 💦,False,Twitter for Android,395,123,1545923158108143617
120,Outsideisbliss,2022-07-10 00:09:35+00:00,"RT @Taylorbankz3: If you love @burnaboy , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go viral...…","Kumasi, Ghana",False,Twitter for Android,2366,8,1545923150227165185
