,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID
22,JasinMiles,2022-07-09 23:52:41+00:00,"RT @_Ms_Scarlet_: Are u still arguing if Burna boy is the greatest African musician or not? Lmaoooo

E don clear... None of ur favs can lac…",Nigeria,False,Twitter for Android,1004,42,1545918897324433412
23,Pana_xl,2022-07-09 23:52:38+00:00,"RT @Bwana16143898: To understand vanilla u gast know @TheOnlySJ_  
🇳🇬 #LOVEDAMINI",Nigeria ,False,Twitter for Android,190,5,1545918884615753731
24,mhdsheriff,2022-07-09 23:52:32+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,outside ,False,Twitter for Android,1099,15,1545918858627874816
25,Vick68064027,2022-07-09 23:52:26+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",Nigeria,False,Twitter for Android,657,278,1545918835630477313
26,Hillzpapii,2022-07-09 23:52:26+00:00,"RT @LeboNtsabane: Wild Dreams hits different when it’s midnight and you are re-evaluating your whole life and purpose 🥺 #LOVEDAMINI 

“Humb…","Lagos,Nigeria.",False,Twitter for iPhone,334,10,1545918832853786624
27,JasonJo71495701,2022-07-09 23:52:26+00:00,"RT @Jhoie__: Damini Ebunoluwa Ogulu, aka Burna Boy @burnaboy, is a Nigerian singer, songwriter, and performing artist. My latest data analy…",,False,Twitter for Android,14,144,1545918832736452610
28,sassy_ondbeat,2022-07-09 23:52:25+00:00,RT @burnaboy: #Vanilla visual story out now ft. #RayBanStories. Full video at https://t.co/mRc0IRAAvD @ray_ban #sponsored #LOVEDAMINI https…,Everywhere 😏,False,Twitter for iPhone,1710,1311,1545918831771656194
29,iam_kontat,2022-07-09 23:52:23+00:00,RT @Dot_2un: Make others no vex 🤕🤕🚀🚀🚀 Baba chop all the space 😭😭😭🚨🚨🚀🚀#LOVEDAMINI #BURNABOY𓃵  highest 🫡🫡@burnaboy https://t.co/zvPS4JQfio,,False,Twitter for Android,28,58,1545918821034332160
30,JamesBall___,2022-07-09 23:52:23+00:00,RT @99og_: Cloak and Dagger on Repeat 🔂 #LOVEDAMINI,,False,Twitter for Android,118,4,1545918819478142976
31,OUTSIDERS_CREW,2022-07-09 23:52:21+00:00,"RT @BurnaBoyVoice: ""What happened to your leg?""  🥰

A caring and loving Giant

Love Damini album signing by @burnaboy at @hmvVault / @hmvtw…","Chicago, IL",False,Twitter for iPhone,455,121,1545918814470152193
32,beejay_ydd,2022-07-09 23:52:19+00:00,"One album containing different moods, one album containing no skips, one album putting the problem of a place out f… https://t.co/rcYQOhYzr0",,False,Twitter Web App,136,0,1545918802881298432
33,Michaelmagnum1,2022-07-09 23:52:15+00:00,RT @burnaboyswt: Burna Boy “Vanilla” official video out now #LOVEDAMINI  https://t.co/5RIZOgF6X7,,False,Twitter for iPhone,929,10,1545918789614723073
34,LamiineFadiiga,2022-07-09 23:52:14+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",Côte d'Ivoire,False,Twitter for iPhone,715,214,1545918785428852736
35,ChrisKh57703957,2022-07-09 23:52:09+00:00,"RT @DavidEwayne1: @burnaboy to naija music industry, be like light for darkness,na him shine  pass, African musicians dey use am see road,…",,False,Twitter for iPhone,1072,5,1545918762624458752
36,GideonM16282926,2022-07-09 23:51:51+00:00,RT @CHOPSTIIIIX: From the beach sessions to the world. It’s always fun creating with my brother @burnaboy — “Kilometre” + “Last Last” produ…,ajegunle,False,Twitter Web App,1,281,1545918687957352448
37,LasgidiTopDawg,2022-07-09 23:51:44+00:00,RT @WayneH__: #LOVEDAMINI gets better with each listen,Global Citizen,False,Twitter Web App,1413,510,1545918656986714115
38,yung_cpa,2022-07-09 23:51:42+00:00,RT @Davidalgorithm: Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,"Lagos, Nigeria",False,Twitter for iPhone,1937,904,1545918647641817088
39,saint_damy,2022-07-09 23:51:36+00:00,"I can't wait to see Burna Boy starting performing songs from the #LOVEDAMINI album, especially #Rollercoaster","Ibadan, Nigeria",False,Twitter for Android,1345,0,1545918622807252994
40,eddyofficial001,2022-07-09 23:51:34+00:00,"RT @eddyofficial001: 6. Wild Dreams
7. Last Last
8. Common Person
9. Toni-Ann Singh
10. For My Hand

In that order, Top 10.
An amazing proj…","Lagos, Nigeria",False,Twitter for iPhone,166,1,1545918616662642689
41,thisispandora23,2022-07-09 23:51:31+00:00,RT @ArewaAdebukolaa: That part burna said “say your body dey ginger me o normally say you get am naturally but I no complain” he sweet my b…,Outside ,False,Twitter for iPhone,1982,31,1545918601835724801
42,eddyofficial001,2022-07-09 23:51:30+00:00,"RT @eddyofficial001: 1. Cloak &amp; Dagger
2. Whiskey 
3. Different Size
4. Science 
5. How Bad Could It Be

 in that order. #LOVEDAMINI","Lagos, Nigeria",False,Twitter for iPhone,166,6,1545918600510414854
43,Hillzpapii,2022-07-09 23:51:30+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,"Lagos,Nigeria.",False,Twitter for iPhone,334,232,1545918599063375873
44,thisispandora23,2022-07-09 23:51:27+00:00,"RT @UnrulyOutsider: ‘ He sampled Fela’ people are the most disappointed. 😂😜

#LoveDamini",Outside ,False,Twitter for iPhone,1982,64,1545918588510523393
45,theshyghostx,2022-07-09 23:51:27+00:00,"RT @Callmevatti: Went crazy on this nsg type beat🤯🔥
Like, retweet and take the @NSG crew🔥✨
@Papii_Abz @OGD_NSG @MxjibNsg @Dope_Nsg @_Kruddz…",Nigeria,False,Twitter for Android,190,10,1545918588468580352
46,sportslovin,2022-07-09 23:51:25+00:00,"RT @chartdata: .@burnaboy earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",Places Unknown,False,Twitter for Android,266,596,1545918577676496897
47,Kcobiefule,2022-07-09 23:51:24+00:00,"RT @Davidalgorithm: Twitter please start working on verifying our potential Vice president even before he applies for verification✌🏼🕊️
____…","Lagos, Nigeria",False,Twitter for Android,2357,91,1545918575441055746
48,Fikayofmars,2022-07-09 23:51:24+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",Hogwarts🧝‍♂️,False,Twitter for iPhone,5213,278,1545918575390621697
49,TroyesDave,2022-07-09 23:51:24+00:00,"RT @Badman_LOT1: Was just looking around den I came across this dude 😂😂😂😂😂

This video will crack you up 😂
The werey  even Dey blush untop…","Lagos, Nigeria",False,Twitter for Android,40,3,1545918573578801152
50,megasanctus,2022-07-09 23:51:24+00:00,"RT @Badman_LOT1: Was just looking around den I came across this dude 😂😂😂😂😂

This video will crack you up 😂
The werey  even Dey blush untop…",,False,Twitter for Android,0,3,1545918572693708806
51,simply_nenye,2022-07-09 23:51:23+00:00,"RT @NaijaSpeaker: This is how it should be.
Simple and plain without abusive words.

Wike #lovedamini lekki reno teni shola https://t.co/UW…",,False,Twitter for Android,100,32,1545918571531960321
52,ChrisKh57703957,2022-07-09 23:51:19+00:00,"RT @Official_umd: Pls help me check on @burnaboy and, confirmed his mouth hasn't swell up cos ahh #LoveDamini 🐐🦍❤️",,False,Twitter for iPhone,1072,5,1545918551172710400
53,Hillzpapii,2022-07-09 23:51:17+00:00,RT @itskenechi: Burna Boy never disappoints! I love every bit of his new album. #LOVEDAMINI,"Lagos,Nigeria.",False,Twitter for iPhone,334,96,1545918544356966403
54,elmajor08114869,2022-07-09 23:51:13+00:00,RT @oluwashina: 🔥 For my hand 🎶 #LOVEDAMINI,Space,False,Twitter for iPhone,141,1,1545918528787718144
55,ChrisKh57703957,2022-07-09 23:51:12+00:00,"RT @MsAmika__: I really want to know from Burna Boy the inspiration behind Toni-Ann Singh ❤️

#LOVEDAMINI",,False,Twitter for iPhone,1072,8,1545918523473534976
56,advtomiwa,2022-07-09 23:51:08+00:00,"RT @Burnaboystats1: 🇺🇸 USA Apple Music top songs 

#71 - For my hand ft @edsheeran (new peak)
.
.

#LoveDamini #BurnaBoy https://t.co/E26mg…",,False,Twitter for iPhone,16284,61,1545918507858149378
57,BurnaBoyAG,2022-07-09 23:51:07+00:00,RT @MyGuyITK: The fact that #LOVEDAMINI  is arguably #BURNABOY𓃵 most watered-down project is scary. Imagine the numbers he would have pull…,Space 🛸,False,Twitter for iPhone,493,1,1545918501864423424
58,IceDee_Official,2022-07-09 23:51:02+00:00,RT @olawale_68472: @burnaboy new album at @applemusics this morning 🔥🔥🔥#lovedamini https://t.co/tSUxLRLDx0,"Abuja, Nigeria",False,Twitter for Android,915,181,1545918482923102213
59,Thegreat_Moh,2022-07-09 23:51:02+00:00,RT @CHOPSTIIIIX: From the beach sessions to the world. It’s always fun creating with my brother @burnaboy — “Kilometre” + “Last Last” produ…,"Abuja, Nigeria",False,Twitter for iPhone,570,281,1545918480641318912
60,BurnaBoyAG,2022-07-09 23:51:01+00:00,"RT @stardomjohnson: Allah Walahi Burna boy not their father’s mate my man too good 
#LOVEDAMINI That cloak and dagger is so sleek see burna…",Space 🛸,False,Twitter for iPhone,493,2,1545918478141382656
61,freshtoluwani,2022-07-09 23:51:01+00:00,"RT @UnrulyOutsider: ‘ He sampled Fela’ people are the most disappointed. 😂😜

#LoveDamini","England, United Kingdom",False,Twitter for iPhone,874,64,1545918476954501123
62,thisispandora23,2022-07-09 23:50:57+00:00,"RT @chartdata: .@burnaboy earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",Outside ,False,Twitter for iPhone,1982,596,1545918458877059072
63,JasinMiles,2022-07-09 23:50:46+00:00,"RT @Burnaboystats1: “Last Last” has now broken it’s highest daily @Spotify streams gains today!

— added 1,060,130 streams over the last 24…",Nigeria,False,Twitter for Android,1004,87,1545918415415697409
64,JasinMiles,2022-07-09 23:50:43+00:00,"RT @outsideeforever: Lol “DIRTY SECRET” is really underrated! 
Am i the only loving that “Oluwa burna orin melo mo fe ko” part 😩🔥 #LOVEDAMI…",Nigeria,False,Twitter for Android,1004,25,1545918403369746438
65,chuzzyofficial,2022-07-09 23:50:39+00:00,"I have my phone read. It's following spree! If you're OBIdient and Yus-ful, follow me now for immediate follow back… https://t.co/BfiuOXLiOe",Nigeria,False,Twitter for Android,1047,0,1545918386177298432
66,drtruetalk,2022-07-09 23:50:33+00:00,RT @ada__baby: Burna boy and Ed Sheeran made the absolute best collab with For my hand. The song legit speaks to the innermost parts of my…,,False,Twitter for iPhone,52,262,1545918361988747264
67,CryptoNewbie567,2022-07-09 23:50:31+00:00,"Whenever I’m broken you make you make me feel whole, whenever I’m lonely be there for my soul, wherever you are tha… https://t.co/AO97y98pfj",In your heart,False,Twitter for iPhone,113,0,1545918351884550146
68,manliketola,2022-07-09 23:50:28+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",United States,False,Twitter for iPhone,1270,278,1545918340266426368
69,RIA_WEGBA,2022-07-09 23:50:28+00:00,RT @hmvVault: We'd like to say a massive thanks to @burnaboy and everyone who came to his album signing today here at hmv Vault! His new al…,OUTSIDE ,False,Twitter for Android,349,56,1545918337930100736
70,bunmizion,2022-07-09 23:50:25+00:00,RT @Taylorbankz3: Stone wash denim featuring burnnnnnna kindly retweet for the love of good music and art😂 #LOVEDAMINI #BurnaBoy #BURNABOY𓃵…,"Lagos, Nigeria",False,Twitter for Android,560,163,1545918328203517952
71,kenzoranking,2022-07-09 23:50:21+00:00,RT @ada__baby: Burna boy and Ed Sheeran made the absolute best collab with For my hand. The song legit speaks to the innermost parts of my…,"Accra, Ghana",False,Twitter Web App,483,262,1545918310319099904
72,BurnaBoyAG,2022-07-09 23:50:18+00:00,RT @deejayneptune: Another Grammy award on the way for @burnaboy! Congrats on new album #LOVEDAMINI 👍,Space 🛸,False,Twitter for iPhone,493,705,1545918298499428353
73,RichardReuben6,2022-07-09 23:50:18+00:00,"RT @Z2Htv: Where is the lie😂😂
Follow @Z2Htv 
Gbagada Rain Teni Magodo #LOVEDAMINI #bumbum Kante Flood Credit Alert Meat PH City My Presiden…",Akure,False,Twitter for Android,56,32,1545918298352656389
74,DAbdulwariz,2022-07-09 23:50:16+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI now charts in over 110 countries. (Apple),,False,Twitter for Android,65,239,1545918290094178307
75,JasinMiles,2022-07-09 23:50:15+00:00,RT @Dot_2un: Make others no vex 🤕🤕🚀🚀🚀 Baba chop all the space 😭😭😭🚨🚨🚀🚀#LOVEDAMINI #BURNABOY𓃵  highest 🫡🫡@burnaboy https://t.co/zvPS4JQfio,Nigeria,False,Twitter for Android,1004,58,1545918285920747529
76,uzoville02,2022-07-09 23:50:11+00:00,@burnaboy Thank yon for blessing us with this album...... every track speaks to me ........#LOVEDAMINI,Lasgidi,False,Twitter for iPhone,264,0,1545918266920632320
77,iMarketED,2022-07-09 23:49:59+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,"Atlanta, GA",False,Twitter for iPhone,1276,4787,1545918216928739328
78,drtruetalk,2022-07-09 23:49:57+00:00,RT @CHOPSTIIIIX: From the beach sessions to the world. It’s always fun creating with my brother @burnaboy — “Kilometre” + “Last Last” produ…,,False,Twitter for iPhone,52,281,1545918208426868738
79,DAbdulwariz,2022-07-09 23:49:54+00:00,"RT @AlbumTalksHQ: 🚨 #LOVEDAMINI since release:

#4 on US Apple (New Record)
#2 on US iTunes (New Record)
#1 on UK Apple (Joint Record)
#1 i…",,False,Twitter for Android,65,470,1545918196418576385
80,Campbell030,2022-07-09 23:49:54+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",Trenches ,False,Twitter for Android,48,278,1545918196313636865
81,Senator_yen,2022-07-09 23:49:47+00:00,RT @Davidalgorithm: Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,,False,Twitter for iPhone,115,904,1545918166836068353
82,FulaniAyomikun,2022-07-09 23:49:45+00:00,"RT @iam_kiddee: Outside, African giant, twice as Tall, and  #LOVEDAMINI let’s be honest Made in Lagos isn’t near any of this project when i…",,False,Twitter for Android,711,346,1545918157893812224
83,ShottiGunz,2022-07-09 23:49:43+00:00,"RT @solobankole23: Burna boy's Album #LoveDamini    Spotify Streams

Day 1
8,332,412

Yesterday                        Today https://t.co/Q…",this side,False,Twitter for iPhone,1579,72,1545918152516714496
84,PAPArazzi_ach,2022-07-09 23:49:43+00:00,"Life is a ride, I take the front seat
Let the most high drive, He can't go wrongly @burnaboy One thing I know you a… https://t.co/ly4TG8myyy",,False,Twitter for Android,3,0,1545918149115224072
85,OrobodeDaniel,2022-07-09 23:49:42+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is now #1 in 45 countries. (Apple),King Dsquare ,False,Twitter for Android,1130,99,1545918148184084480
86,Adeyanjuszn,2022-07-09 23:49:41+00:00,"RT @chartdata: .@burnaboy earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",,False,Twitter for iPhone,678,596,1545918142307876866
87,drtruetalk,2022-07-09 23:49:36+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,52,278,1545918120682049538
88,JamesBall___,2022-07-09 23:49:36+00:00,RT @olorunwababs: Now streaming #LOVEDAMINI . That's a very electric album by @burnaboy !,,False,Twitter for Android,118,12,1545918119272660992
89,iam_jp_arinze,2022-07-09 23:49:36+00:00,RT @prince_clever07: The only artist that can sing about political issues and e go enter. The only artist that can sing about heartbreak an…,Nigeria,False,Twitter for Android,1094,80,1545918119117471745
90,Or4mike,2022-07-09 23:49:33+00:00,"RT @Burnaboyjnr_: As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…","Ajax, Ontario",False,Twitter for Android,848,278,1545918110028496899
91,5IVE_G4L,2022-07-09 23:49:32+00:00,RT @AppleMusic: Can’t get enough of @burnaboy. Experience his new album #LoveDamini now. https://t.co/TdlQO2Lgr0 ❤️ https://t.co/X4uANs9cBa,Nigerian Police Academy,False,Twitter for Android,9,1374,1545918103107899393
92,DonPabl7,2022-07-09 23:49:30+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",,False,Twitter for Android,715,214,1545918096598355970
93,Charlesmpare1,2022-07-09 23:49:24+00:00,"RT @HarjoRoseline: Omo this burna album na 10000/100🔥🔥🔥♥️♥️
#lovedamini 
@burnaboy https://t.co/yqmgUyal8B","Tarkwa, Ghana ",False,Twitter for Android,129,1078,1545918070404808705
94,DaBlake2,2022-07-09 23:49:19+00:00,"RT @Burnaboystats1: • Worldwide Apple Music album chart

#6. #LOVEDAMINI  - [+2] new peak 

.
.
.
.

• European Apple Music album chart 

#…","Lagos, Nigeria",False,Twitter for Android,9,55,1545918049605357568
95,Simplic48600966,2022-07-09 23:49:16+00:00,RT @backroadgee: After listen @burnaboy album for 2 days straight. I believe this is another classic album. #LOVEDAMINI  #Well done my fami…,"Lagos, Nigeria",False,Twitter for Android,20,232,1545918035436920833
96,CaptainOrangee,2022-07-09 23:49:03+00:00,"RT @toriousbeatz: every last word on each line of J Hus on Cloak and dagger literally ended with the ""er"" sound. That guy is crazyy!!!
#LOV…",Places that matter🔸,False,Twitter for Android,3313,279,1545917981829566464
97,OUTSIDERS_CREW,2022-07-09 23:48:56+00:00,RT @CHOPSTIIIIX: From the beach sessions to the world. It’s always fun creating with my brother @burnaboy — “Kilometre” + “Last Last” produ…,"Chicago, IL",False,Twitter for iPhone,455,281,1545917952205242368
98,Simplic48600966,2022-07-09 23:48:53+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is now #1 in 45 countries. (Apple),"Lagos, Nigeria",False,Twitter for Android,20,99,1545917940452790272
99,thewhitejalab,2022-07-09 23:48:51+00:00,"RT @UnrulyOutsider: ‘Cloak and Dagger’… that’s a proper ‘Melodic Rap Performance’ nominee. 😌

#LoveDamini",in the Clouds on a Spaceship🛸,False,Twitter for Android,223,96,1545917933716733954
100,vicnificent,2022-07-09 23:48:51+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",Moon,False,Twitter for iPhone,366,214,1545917931229528068
101,BurnaBoyAG,2022-07-09 23:48:44+00:00,RT @LankinLankan: Poco lee Dey feel am Cloak and Dagger too lit 🔥🔥🔥 #BurnaBoy #LOVEDAMINI https://t.co/xgaGNNdVT1,Space 🛸,False,Twitter for iPhone,493,174,1545917902582255618
102,jing92385238,2022-07-09 23:48:39+00:00,"RT @firsttouch_info: #SquidGame #Season2 official trailer 2022 

Follow us for more jist @firsttouch_info

#KinnPorscheEP14 #incendioroma #…",,False,Twitter Web App,124,1,1545917881225203712
103,elmajor08114869,2022-07-09 23:48:37+00:00,RT @ArewaAdebukolaa: No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger 🦍 #LOV…,Space,False,Twitter for iPhone,141,15,1545917874866470912
104,Danfulanii_,2022-07-09 23:48:34+00:00,RT @AlbumTalksHQ: .@burnaboy’s #LOVEDAMINI is now #1 in 45 countries. (Apple),Nigeria,False,Twitter Web App,139,99,1545917863042719744
105,sannyluvv,2022-07-09 23:48:34+00:00,RT @burnaboy: Thanks 😊 #LOVEDAMINI,Jamaica,False,Twitter for iPhone,771,4787,1545917861121724417
106,Hillzpapii,2022-07-09 23:48:31+00:00,"RT @mommyfinnasmoke: Grad school reading homework by the pool  and streaming #LOVEDAMINI  
Hope all my outsiders are enjoying their day 🦍 h…","Lagos,Nigeria.",False,Twitter for iPhone,334,68,1545917849260232704
107,CaptainOrangee,2022-07-09 23:48:30+00:00,"RT @benny7gang: 🇬🇧 UK Apple Music Top Songs;

4. Burna Boy — Last Last
18. Burna Boy — For My Hand (feat. Ed Sheeran)
19. Burna Boy — Cloak…",Places that matter🔸,False,Twitter for Android,3313,114,1545917844403195904
108,Richie_Szn,2022-07-09 23:48:29+00:00,RT @paulizbeet: Give it to Telz mhen!! Man's a beast!!🥶🔥 Just can't get over Cloak and Dagger &amp; Common person 😩🥰 #LOVEDAMINI #BURNABOY𓃵 htt…,,False,Twitter for Android,540,8,1545917838468304901
109,FulaniAyomikun,2022-07-09 23:48:28+00:00,"RT @dfw_mayor: Love , Damini. 🦍❤️ by me 
#LOVEDAMINI https://t.co/vnXPGKHjPs",,False,Twitter for Android,711,35,1545917833938345984
110,JasinMiles,2022-07-09 23:48:23+00:00,"RT @debolaadebanjo_: I was so excited to tell my latina classmates about Burna and J Balvin track yesterday, also confidently played the al…",Nigeria,False,Twitter for Android,1004,154,1545917813231165441
111,RandyIshmael_01,2022-07-09 23:48:19+00:00,"@burnaboy Hey burna, why don't you add B. D'OR ft @wizkidayo on #LOVEDAMINI ? That would have helped your album mov… https://t.co/BmiDZNwwyo",,False,Twitter for Android,51,0,1545917799058624524
112,OUTSIDERS_CREW,2022-07-09 23:48:18+00:00,RT @olorunwababs: Now streaming #LOVEDAMINI . That's a very electric album by @burnaboy !,"Chicago, IL",False,Twitter for iPhone,455,12,1545917793153028096
113,ChrisDreXx,2022-07-09 23:48:18+00:00,"RT @mahrex_owl: Ed Sheeran trying out Burna Boy’s heavy Jewelries 🧊📸

 “For my hand” is #15 on UK 🇬🇧 Apple Music chart 

#LOVEDAMINI https:…",Lagos,False,Twitter for Android,961,214,1545917792976871425
114,Pana_xl,2022-07-09 23:48:15+00:00,"RT @UnrulyOutsider: Jesse was equally surprised by #BurnaBoy never-ending musical prowess 🎶😆

#LoveDamini https://t.co/2kEeIfMJZq",Nigeria ,False,Twitter for Android,190,76,1545917783019556865
